id,text,aspect_term,aspect_category,polarity
,If your thai you cannot miss this great restaurant.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,I don't like Indian food that much and it was delicious but you want to put that into the equation.,Indian food,food,positive
,My only problem is you are literally sitting on top of the people next to you!,ambience,ambience,negative
2396,all the nyu students love this place so it makes for a fun young atmosphere.,atmosphere,ambience,positive
,it's not consistent.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
2748,the service was the only thing good about this restaurant.,service,service,positive
899,food and service was okay.,service,service,neutral
,We went to this place by chance and were happy with the results.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
3015,"after we got our sashimi order, i could not believe how small the portions were!",portions,food,negative
,Make reservations but expect a 15-20 minute delay as the hosting staff struggled to place guests who arrived with a reservation because they likely had many walk-ins that were so close to the time square .,seating,service,conflict
,The sauce is delicious and the crust is perfect.,crust,food,positive
997,"this is such a lovely, peaceful place to eat outside.",place,ambience,positive
,It's great fun with live entertainment and all kinds of Disney special effects.,special effects,ambience,positive
,"Grilled cod was deliciously moist - like poached - and yet the fabulous texture was let down by the strangely mild spice - a spice massage could have been overwhelming, but herbal mix or other sauce would have done a lot to improve it.",sauce,food,conflict
2202,what more could you want?,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"I've had so many dinners here and it was always perfect - on dates with my husband, with my mother, with friends and larger groups.",dinners,anecdotes/miscellaneous,positive
,"I went there with my wife and we had to wait for a table, although you could see many there that were empty, sighing without reservation.",table,service,negative
,There is a real gallery of stars who have visited.,ambience,ambience,neutral
,"The menu is prix fixe so be prepared to spend at least $ 60 per person, but the excellent food is well worth it.",Prix Fixe,food,positive
,The service was the only good thing about this restaurant.,service,service,positive
,"However, for what we spent overall, it just wasn't up to date.",price,price,negative
,Dakshin is one of the few affordable and tasty Indian restaurants in the Upper East.,price,price,positive
,threw my fiance's surprise 30th birthday dinner here couldn't be happier.,dinner,anecdotes/miscellaneous,positive
,Stay with the Gulab Jamun.,gulab jamun,food,positive
3063,finally!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2701,"service here was great, food was fantastic.",food,service,positive
2412,"spice is sleek, modern and cool with a menu that will not hurt your wallet.",menu,price,positive
2712,i have been about 4 times and have always had a great meal.,meal,food,positive
301,"there was a long wait for a table outside, but it was a little too hot in the sun anyway so our insde table was very nice.",wait,service,conflict
,"While this can hardly be called a restaurant, it may be the best deal in Manhattan: $ 4 for a plate of rice and 2-3 entrees.",entrees,price,positive
3606,the pizza was really good.,pizza,food,positive
,"However, they have the most amazing pastrami and the soups were just right.",soups,food,positive
,I recommend the meatballs and caprese salad and the beans on toast were a wonderful start to the meal!,meal,food,positive
,will not or cannot is not in the service directory.,service,service,positive
,I highly recommend it.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1755,the pizza was pretty good and huge.,pizza,food,positive
,I will never visit this restaurant again.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,"Large selection of wines, gigondas are well worth the price and the house champagne is good value for money.",price,food,positive
2938,"they didn't disappoint, service from the second i arrived at the door was extremely pleasant and attentive with almost one server per table.",table,service,positive
,The service was slow but the people were friendly.,people,service,conflict
547,i've had to wait only a few times during lunch but this place is definitely worth the wait.,wait,anecdotes/miscellaneous,conflict
,authentic bistro!,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
,"However, they have the most amazing pastrami and the soups were just right.",soups,food,positive
,"It's the perfect restaurant for any lifestyle, it has cool design, great drinks and food and lots of good looking people eating and hanging out at the pink bar ...",bar,ambience,positive
,"the well mannered, pleasant staff Tony employed.",staff,service,positive
,it's not consistent.,anecdotes/miscellaneous,anecdotes/miscellaneous,negative
,I really didn't know what to expect in a restaurant that literally overlooks Grand Central's main hall.,anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,"This is a great place to get more pizza, but not a good place to have takeaway pizza.",take-out pizza,food,conflict
,The food there is so good that ordering the wait yourself is amazing.,wait,service,negative
,It's a great place to get a cheap lunch or dinner.,dinner,price,positive
958,"i choose to go with one of the special, the braised lamb shank in red wine, which was excellent.",special,food,positive
2478,just stick with the small dishes!,dishes,food,neutral
891,the food itself was just ok - nothing spectacular - but the service was awful.,service,service,negative
,"I wouldn't have complained at all if the food had at least tasted good, but the quality of the food was shitty too.",quality of food,food,negative
653,"if you venture off the island of manhattan and can't seem to find a great italian restaurant, drive to corona.",anecdotes/miscellaneous,anecdotes/miscellaneous,neutral
,It wasn't above average and the beef version had cheap (uncooked) beef.,beef,food,negative
,quick service.,service,service,positive
,The sushi is average and the prices are far from.,prices,price,negative
2084,"the dim sum is ok but doesn't taste that fresh, and the little dishes don't look steamy hot as they should (also note lack of chinese here).",little dishes,food,negative
,For dinner I had the chicken tikka masala and some garlic naan.,dinner,food,neutral
2630,i loving bringing friends here - and i do so every chance i get.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
1214,if you are in the area try the bagel shoppe on 74th street which is 3 blocks away on 2nd ave.,anecdotes/miscellaneous,anecdotes/miscellaneous,positive
2040,the makhani was ok --the korma was bland.,korma,food,negative
2721,it's simply the best meal in nyc.,meal,anecdotes/miscellaneous,positive
817,the waiter was attentive.,waiter,service,positive
34,"we were still sitting at the bar while we drank the sangria, but facing away from the bar when we turned back around, the $2 was gone the people next to us said the bartender took it.",bartender,anecdotes/miscellaneous,negative
,"French fries were delicious, if a little thick.",Frites,food,positive
2646,"only wine and beer are served, but the house varities are actually quite good.",served,food,positive
,"With the exception of our lemon salad, which had so much pepper in it that our eyes started to water, the food here was decent, not great.",pepper,food,conflict
,"While there are plenty of places to go for a good corned beef sandwich, Katz's has an appeal.",corned beef sandwich,food,positive
,I had lobster biscuit it is 2 ounces. of Maine lobster in there.,Maine Lobster,food,positive
2663,it is so easy to get a reservation at a top place in nyc with a week's notice.,reservation,anecdotes/miscellaneous,positive
3180,"they don't concern much of customer's health, just want to make money.",anecdotes/miscellaneous,anecdotes/miscellaneous,negative
566,"got club soda, filled with ice, no lime.","club soda, filled with ice, no lime",service,negative
